df_cc_id,efx_total_income360,efx_non_salary_income360,spd_sd_age,exp_fin_debt_to_income_ratio,spd_change_in_income_12mo,spd_investor_sd_plus_v5_savings,spd_mortgage_amount,spd_home_to_income_ratio,spd_spendex_education_v3,spd_charity_sd_highdollar_v2,exp_financial_corporate_credit_card_user,exp_financial_credit_card_user,exp_financial_major_credit_card_user,exp_financial_store_credit_card_user,exp_financial_premium_credit_card_user,spd_bc_1st_contact_email,spd_bc_content_infographic,spd_bc_content_video,spd_channel_sd_banner_scale,spd_channel_sd_intertv_scale,spd_scr_email_dynabase,spd_bc_loc_hbb_office,spd_bc_prof_manager,spd_bc_prof_staff,spd_jobs_sd_blue_collar,spd_jobs_sd_middle_mgmt,spd_jobs_sd_retired,spd_jobs_sd_student,spd_sd_employment,spd_bc_purchase_price,spd_bc_purchase_quality,spd_generations_in_hh,spd_sd_lor_v2,spd_purch_prod_comp_quality,spd_purch_social_awareness,spd_young_kids,spd_elementry_school_kids,spd_parent_of_a_teenager,propensity_spend_on_digital_media_flag,propensity_spend_online_commerce_flag,propensity_spend_instore_commerce_flag,propensity_spend_on_online_payment_flag,spd_change_in_home_value_12_mo,spd_ratio_home_value_12mo_to_income,spd_investments_v2,spd_children_prod_back_school_v2,spd_presence_of_children_v2,spd_young_adult_in_hh_v2,exp_investment_property_add_investment_flag,spd_marital_v2_single,spd_marital_v2_married,spd_marital_v2_divorced,spd_sd_education_v2,exp_fin_seg_credit_card_paydowns,exp_fin_seg_credit_card_surfers,urbanicity,spd_cc_bankcard,spd_cc_travel,spd_ethnic_sd_v2_hispanic,spd_bc_contact_orient_v2_phone,spd_bc_contact_orient_v2_in_person,spd_bc_contact_orient_v2_email,exp_invest_active_investor,exp_invest_investor_mid_value,wealth_tier_id
3.09454E+18,182540,27214,54,1,4,94,0,340,977,4,18,30,37,63,21,7,4,4,3,4,43,2,2,3,1,1,1,1,4,6,2,2,19,5,3,0,0,0,3.5,0.233333333,2.923076923,4,21,23,1,0,0,0,0,0,0,1,2,4,3,2,0,0,0,0,0,1,7,10,1
1.70386E+18,30345,6456,54,4,3,5,0,552.5538746,417,1,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,4,4,5,4,7,63,5,5,5,4,3,4,5,6,3,2,1,13,3,3,0,1,0,3.5,2.6,4.076923077,5.5,19.42174743,20.12384979,1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,6,6.372005492,1
1.50061E+18,118398,30629,54,6,2,89,0,419,707,5,96,98,88,73,88,2,4,3,4,6,58,5,5,4,1,1,7,1,4,2,2,2,0,2,2,0,0,1,3.5,2.8,4.692307692,6,14,27,1,0,0,0,0,0,1,0,4,4,0,3,0,0,0,0,1,0,2,1,1
7.8735E+18,61713,15222,54,3,3,5,127,424,1061,4,57,52,41,73,40,3,4,6,3,7,51,5,7,5,3,3,5,5,5,6,1,2,12,4,2,0,0,0,4,2,0,5,2,3,1,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,5,8,1
4.59296E+17,95718,13658,54,9,5,47,250,454,1808,4,99,36,43,27,44,7,6,5,4,7,44,1,7,6,6,4,2,3,7,3,7,2,7,5,4,0,0,1,0,1.666666667,1.230769231,7,32,26,1,0,1,1,0,1,0,0,2,4,3,1,1,0,1,0,0,1,7,9,1
5.72465E+18,159108,28468,54,5,8,46,82,459,1864,4,68,67,60,7,65,4,6,6,3,6,55,3,7,4,3,4,2,2,6,7,7,2,18,4,3,0,0,1,4.5,2.5,2,6.5,19,14,1,0,1,1,0,0,1,0,2,1,0,2,1,0,1,0,0,0,3,8,1
6.34966E+17,42782,17027,54,3,1,5,0,552.5538746,505,1,46,74,73,61,44,2,7,7,7,7,48,2,2,5,2,3,2,3,7,1,1,2.146120916,15,6,5,0,0,0,1.5,2.5,1.192307692,6,19.42174743,20.12384979,1,0,0,0,0,1,0,0,4,0,0,1,2,0,1,1,0,0,3,4,1
5.15171E+17,45697,9978,55,4,1,5,0,552.5538746,271,2,91,94,86,56,94,0,0,0,6,7,35,0,0,0,4,2,6,4,2,0,0,2,4,4,3,0,0,0,5,3.733333333,4.576923077,5,19.42174743,20.12384979,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,3,3,1
2.66864E+18,25199,6082,55,7,0,5,0,431,34,2,97,82,76,70,75,0,0,0,3,6,42,0,0,0,4,3,6,4,3,0,0,2.146120916,7,3,1,0,0,1,4.5,2.133333333,3.846153846,5.5,5,17,0,0,0,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,3,2,1
6.38184E+18,51504,10741,55,7,14,96,0,424,1285,7,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,3,2,1,1,3,81,4,3,2,6,5,6,5,4,3,5,2,59,2,1,0,0,0,0,0,0,5,59,35,1,0,0,0,0,0,1,0,3,0,0,2,0,1,0,1,0,0,6,6.372005492,1
8.42392E+18,134989,37045,55,5,5,42,0,416,754,6,15,86,77,61,70,3,2,3,2,4,50,4,7,2,1,7,1,1,4,4,5,3,15,1,2,0,0,0,3.5,0.233333333,0,5.5,5,5,1,0,0,0,0,0,1,0,4,4,4,1,0,2,0,1,0,0,3,2,1
1.02522E+18,68357,15514,55,8,5,8,182,433,1191,3,99,19,14,31,36,4,3,4,6,7,51,5,6,4,4,3,4,4,5,2,6,2,5,7,5,0,0,0,0,2.533333333,2.5,4.5,24,36,1,0,0,0,0,1,0,0,2,5,5,1,0,0,0,1,0,0,9,6,1
2.90374E+18,88406,16589,55,6,1,98,0,421,1253,5,99,30,27,21,25,3,3,2,4,6,69,5,4,3,3,5,5,4,4,1,6,3,20,4,2,0,0,0,9.5,2.1,7.230769231,6,40,24,1,0,0,0,0,1,0,0,2,5,1,3,0,0,0,0,1,0,10,10,1
7.77675E+18,90171,13272,55,5,3,5,0,423,860,3,88,45.36209494,44.88521373,48.32513768,44.96361096,4,3,4,4,6,38,7,2,3,6,4,6,3,3,3,3,2,21,5,5,0,0,1,4,1.733333333,3.038461538,5,3,4,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,6,6.372005492,1
7.49566E+18,125661,14007,55,5,4,88,111,421,1357,5,44,30,57,49,26,6,4,2,4,4,58,5,3,4,3,4,4,4,4,5,4,2,27,6,3,0,0,1,4.5,4.6,2.307692308,4.5,5,5,1,0,0,0,0,0,0,1,3,5,4,2,0,0,0,0,0,0,6,5,1
5.11737E+18,165013,32158,55,9,1,18,0,418,681,5,80,67,86,81,90,1,5,4,6,6,45,6,3,5,5,2,5,4,3,2,5,2,19,3,2,0,0,0,3,3.433333333,3.153846154,6,1,2,1,0,0,0,0,0,1,0,2,2,0,3,0,0,0,0,1,0,6,4,1
8.54967E+18,121195,12908,55,4,6,92,260,457,1410,5,97,72,77,53,75,5,5,4,4,7,55,4,6,7,3,3,2,3,5,6,5,2,20,4,4,0,0,1,3.5,5.666666667,2.576923077,5,21,17,1,0,1,1,0,0,1,0,3,1,4,2,1,1,1,0,0,1,2,4,1
8.40068E+18,66966,18044,55,3,2,5,0,416,981,7,76,60,68,44,78,2,5,4,4,4,39,6,5,3,1,7,1,1,4,5,6,3,1,4,4,0,0,1,10,5.433333333,3.769230769,4.5,0,0,1,0,0,0,0,0,1,0,2,0,2,3,0,0,0,0,1,0,2,2,1
7.58272E+18,84417,20822,55,4,0,3,0,435,1132,3,73,55,47,15,77,3,6,6,4,7,45,4,7,3,6,3,4,5,5,4,4,2,5,7,6,0,0,0,3.5,2.1,0,6.5,7,8,0,0,0,0,0,1,0,0,2,1,0,3,0,0,0,1,0,0,6,8,1
7.31021E+18,86456,21224,56,5,2,32,0,485,445,4,25,61,61,65,70,0,0,0,4,5,49,0,0,0,3,3,4,4,6,0,0,2,13,6,5,0,0,1,0,1.533333333,1.884615385,5.5,12,29,1,0,0,0,1,1,0,0,2,0,3,1,0,0,0,0,0,0,4,4,1
1.8575E+18,53272,4660,56,4,0,1,0,552.5538746,357,1,72,69,68,87,39,0,0,0,7,6,39,0,0,0,2,2,4,3,3,0,0,2.146120916,20,6,4,0,0,1,0.5,3.033333333,3.807692308,5,19.42174743,20.12384979,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,4,5,1
7.71739E+18,86361,18936,56,7,2,55,0,422,1053,7,47,52,45,5,51,1,1,3,3,4,42,6,2,2,3,5,4,4,4,4,4,2.146120916,19,6,4,0,0,0,3,0.2,0,5.5,25,27,1,0,0,0,0,0,0,1,3,1,3,3,0,0,0,0,1,0,6,10,1
4.8292E+18,25617,3609,56,5,3,18,67,423,760,6,79,57,41,67,77,1,3,3,4,2,46,5,7,4,7,1,1,1,4,4,3,2.146120916,22,4,2,0,0,0,2.5,2.633333333,3.384615385,6,19,34,1,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,6,7,1
6.57228E+18,99017,18798,56.73600871,2,2,5,265,413,264,3,39,46,59,69,43,0,0,0,6,4,45,0,0,0,3,3,5,4,6,0,0,1,3,4,4,0,0,0,1,2.766666667,3.961538462,4,10,14,1,0,1,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,5,9,1
8.3633E+18,138153,17327,56.73600871,5,4,5,191,418,1357,6,83,96,95,72,98,2,5,7,4,3,47,4,7,5,2,2,4,3,4,5,3,1,8,4,2,0,0,0,5,2.466666667,2.384615385,5,22,28,1,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,2,1,1
4.41443E+18,58582,10165,56.73600871,1,18,5,0,259,1911,4,95,52,62,47,69,5,5,5,5,5,64,3,3,6,1,1,1,1,4,5,3,2.146120916,2,5,4,0,0,0,0,0,0,2.5,13,5,1,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,3,3,1
7.92543E+17,73867,13930,56.73600871,6,2,15,0,419,468,2,81,53,61,69,46,2,5,7,4,5,40,3,6,5,3,2,5,4,6,1,6,1,7,5,4,0,0,0,0,2.7,3.961538462,5.5,14,21,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,5,9,1
8.97803E+18,119700,25122,56.73600871,1,6,110,419,414,1727,6,6,12,10,31,7,7,5,5,5,3,63,1,7,4,2,3,4,3,7,4,4,2.146120916,4,4,4,0,0,0,4,0.266666667,0,4.5,35,21,1,0,0,0,0,0,1,0,4,3,5,2,2,0,0,0,0,1,9,10,1
5.40339E+18,52369,16477,56.73600871,3,1,5,113,419,877,4,71,56,78,92,72,1,5,6,5,5,39,5,6,3,4,3,5,3,4,4,5,2.146120916,3,2,2,0,0,0,2.5,2.9,3.076923077,5.5,14,24,1,0,0,0,0,1,0,0,2,1,0,3,0,0,0,0,0,0,7,4,1
8.69882E+18,33583,9015,56.73600871,9,7,5,0,422,1158,4,99,78,82,88,78,2,6,4,6,3,40,4,5,4,3,2,4,3,6,1,6,2,9,4,1,0,0,0,5,1.666666667,0,5,17,16,1,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,1,0,4,4,1
3.08596E+18,161912,19515,56.73600871,1,6,16,412,458,641,3,96,71,83,48,73,1,6,6,7,7,39,3,3,4,3,2,4,3,5,4,3,2.146120916,2,6,6,0,0,0,1.5,2.5,2.576923077,4.5,13,14,0,0,1,0,0,0,0,1,2,0,2,2,0,0,1,0,0,0,1,2,1
2.5169E+18,67242,10158,56.73600871,1,1,4,75,411,765,2,68,98,96,97,98,1,7,7,6,6,43,7,5,5,2,2,4,3,7,7,3,2.146120916,6,6,6,0,0,0,0,2.733333333,3.076923077,6,-1,-1,1,0,0,1,0,1,0,0,1,5,0,2,0,0,0,0,0,0,2,1,1
3.19845E+18,79506,10115,56.73600871,4,5,5,160,459,854,4,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,4,7,7,4,5,37,5,5,5,2,2,4,3,7,4,3,2.146120916,4,5,4,0,0,0,3,2.933333333,3.076923077,5.5,13,14,1,0,1,1,0,0,1,0,2,0,0,2,1,0,1,0,0,0,6,6.372005492,1
4.85567E+18,20092,-1921,57,6,0,3,0,552.5538746,101,2,77,72,75,46,79,0,0,0,3,6,37,0,0,0,1,1,7,1,3,0,0,2,27,7,4,0,0,1,0.5,2.066666667,3.423076923,5.5,19.42174743,20.12384979,0,0,0,0,0,1,0,0,2,3,0,3,0,0,0,0,0,0,5,3,1
8.52674E+18,66791,18241,57,7,1,5,0,407,65,3,75,78,72,67,85,0,0,0,4,4,45,0,0,0,7,1,1,1,3,0,0,2,44,4,2,0,0,1,0,0,0,5,6,21,1,0,0,0,0,0,1,0,2,0,2,3,0,0,0,0,0,0,6,5,1
7.59395E+18,23782,-1269,57,6,1,15,0,552.5538746,597,5,97,83,83,77,71,1,3,4,3,4,48,5,3,3,4,3,4,4,3,4,5,2.146120916,19,1,2,0,0,0,0,0,1.307692308,4,19.42174743,20.12384979,1,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,1,0,2,2,1
8.22087E+18,48084,7523,57,8,1,27,0,427,572,3,48,43,30,36,23,1,3,2,5,6,60,6,3,3,4,3,5,3,3,2,7,2.146120916,4,5,2,0,0,0,2,0.133333333,3.961538462,6,16,36,1,0,0,0,0,0,0,1,4,5,0,3,0,0,0,0,1,0,9,10,1
8.10844E+18,76822,10533,57,5,0,5,0,410,1181,3,53,46,60,5,42,2,3,3,3,5,40,7,3,6,4,3,5,3,4,4,4,1,7,4,4,0,0,0,7.5,4.633333333,8.5,5.5,12,17,0,0,0,0,0,1,0,0,2,3,2,3,0,0,0,0,1,0,5,7,1
1.46618E+18,74522,18333,57,7,10,41,0,414,906,3,65.65276963,1,2,5,4,5,4,4,2,6,56,3,4,4,3,3,4,4,5,7,4,2,35,6,3,0,0,0,2,1.966666667,1.692307692,4.5,12,8,1,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,10,8,1
1.93968E+18,41886,6471,58,5,1,5,0,406,392,2,94,86,84,54,84,0,0,0,5,6,39,0,0,0,6,3,6,3,3,0,0,2,45,4,2,0,0,0,7.5,0.5,1.423076923,5.5,5,14,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,4,5,1
8.34873E+18,30275,5860,58,7,1,5,0,383,493,2,45,69,31,68,66,0,0,0,4,6,53,0,0,0,6,3,5,4,4,0,0,1,17,3,2,0,0,0,0,0,1.423076923,5.5,5,15,1,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,8,5,1
3.8415E+17,132355,35143,58,6,5,70,165,459,2193,4,40,31,20,31,44,6,2,3,1,6,53,5,7,3,4,6,5,4,4,6,7,3,28,7,5,0,0,1,0,2.5,2.769230769,5,42,30,1,0,0,0,0,0,1,0,2,2,5,2,0,1,1,1,0,0,8,10,1
4.44547E+18,134606,14675,58,6,4,5,0,412,764,4,65.65276963,61,69,85,50,5,5,6,4,4,47,6,3,5,4,3,5,4,4,2,6,2,22,6,3,0,0,1,0,0,0,5.5,8,14,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,5,8,1
4.05295E+18,125527,27544,58,2,6,93,279,456,1693,7,99,65,42,21,58,3,5,2,6,3,43,5,5,3,4,6,5,4,4,6,3,3,19,6,3,0,0,0,2.5,0.166666667,0,4.5,16,16,1,0,0,0,0,0,1,0,2,3,3,1,1,1,1,0,1,0,7,6,1
4.00568E+18,66494,7770,58,7,1,5,0,417,672,2,30,73,78,93,79,2,6,7,7,7,49,6,2,4,4,2,5,3,2,3,4,2.146120916,8,5,4,0,0,0,2.5,2.066666667,3.730769231,5.5,1,2,1,0,0,1,0,1,0,0,2,0,0,3,0,0,0,1,0,0,4,5,1
1.735E+18,60925,1047,58,6,2,5,83,453,633,3,90,70,69,35,69,2,7,7,6,7,38,3,5,7,3,3,4,2,7,6,4,1,24,6,5,0,0,1,0,2.566666667,0.692307692,7,16,28,1,0,0,0,0,1,0,0,1,4,0,1,0,0,1,0,0,0,3,6,1
1.65612E+18,62349,15376,59,5,1,5,0,423,541,3,30,68,83,91,84,0,0,0,6,6,32,0,0,0,3,3,5,2,3,0,0,2.146120916,9,4,3,0,0,0,2,5.133333333,6.307692308,5,9,23,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,3,2,1
2.82643E+18,39437,11995,59,8,2,5,0,552.5538746,455,2,33,55,18,32,76,0,0,0,6,7,39,0,0,0,3,2,3,3,5,0,0,1,11,6,6,0,0,0,0.5,0.033333333,0,4.5,19.42174743,20.12384979,1,0,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,0,5,7,1
3.24897E+18,78710,16290,59,5,2,6,0,421,1006,4,94,84,81,60,86,3,2,2,4,6,39,7,2,2,5,3,5,3,4,2,7,2,20,4,3,0,0,1,2.5,2.1,0,5.5,17,24,1,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,1,0,4,5,1
3.10577E+18,181337,49028,59,6,7,57,0,413,1395,3,65.65276963,45.36209494,44.88521373,48.32513768,44.96361096,6,3,6,6,7,52,3,5,4,4,3,4,4,5,5,5,2.146120916,13,3,1,0,0,0,4.5,2.433333333,2.807692308,5.5,49,27,1,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,6,6.372005492,1
7.88778E+18,53604,10592,59,9,2,5,0,452,478,3,95,71,74,57,67,2,7,7,4,7,39,5,4,4,4,3,4,2,5,4,4,2,18,6,4,0,0,0,0,0.733333333,1.846153846,6.5,8,17,1,0,0,0,0,0,1,0,2,2,0,1,0,0,1,0,1,0,3,5,1
2.63419E+17,59865,5765,60,5,0,5,0,413,337,3,91,90,95,67,81,0,0,0,3,4,41,0,0,0,1,1,1,1,3,0,0,2,2,7,6,0,0,1,0,2.3,2.961538462,6,4,10,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,3,3,1
7.91818E+18,94711,19822,60,8,3,86,0,419,1187,6,3,21,11,31,14,3,1,2,1,2,51,5,4,5,1,1,1,1,3,1,7,3,6,7,5,0,1,0,0,0,0,4,17,23,1,0,0,0,0,0,1,0,3,4,1,2,0,0,0,1,0,0,9,7,1
2.61169E+18,53403,6969,60,1,3,5,285,422,1650,6,90,85,84,93,83,3,3,1,2,4,72,4,6,7,5,5,5,2,3,5,6,3,7,1,1,0,0,0,3,0.2,0,5,26,23,1,0,0,0,0,0,1,0,3,0,1,3,0,0,0,0,1,0,4,4,1
8.25507E+18,88921,22716,60,4,17,89,0,264,4060,4,99,53,53,31,49,7,3,5,6,6,63,2,6,5,3,2,3,4,5,4,3,2,11,2,3,0,0,0,0,0,0,6,29,11,1,0,0,0,0,1,0,0,3,2,1,1,0,1,0,0,0,1,5,8,1
2.09507E+18,99688,18214,60,5,7,97,158,402,994,6,17,27,27,22,22,2,4,4,4,4,71,4,6,4,7,1,1,1,4,1,6,2,12,2,2,0,0,0,0,0,0,5,22,13,1,0,0,0,0,0,1,0,3,3,0,2,0,1,0,1,0,0,7,9,1
4.14342E+18,41898,7082,60,9,1,5,0,422,941,6,99,85,88,65,92,1,4,3,7,7,46,7,2,4,1,1,1,1,2,1,5,3,52,4,4,0,0,0,1.5,1.8,4.961538462,5.5,13,24,0,0,0,0,0,0,0,1,2,3,0,3,0,0,0,1,0,0,2,2,1
4.0583E+18,68069,25037,61,6,3,5,0,552.5538746,270,2,65.65276963,50,23,57,66,0,0,0,6,6,39,0,0,0,1,1,1,1,3,0,0,3,24,6,4,0,0,0,0,4.266666667,0.846153846,5,19.42174743,20.12384979,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,6,6,1
4.58176E+18,66270,17594,61,4,3,5,0,438,887,3,65.65276963,44,51,81,43,2,2,4,6,7,38,5,7,7,1,1,1,1,4,4,3,2,26,7,6,0,0,0,0.5,0.666666667,1.653846154,4,17,27,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,5,6,1
4.10132E+18,46020,10675,61,4,1,4,0,330,262,1,24,42,58,45,40,2,2,4,6,4,48,5,2,4,3,3,4,3,3,1,6,2.146120916,4,6,5,0,0,0,0,5.033333333,2.884615385,4.5,3,10,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,4,3,1
8.95777E+18,124722,23261,61,7,5,5,0,412,996,7,94,64,50,44,60,3,3,4,2,7,46,5,7,4,6,5,5,4,4,4,4,3,34,6,5,0,0,1,0,1,0,5.5,25,27,1,0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,1,0,6,6,1
7.68505E+18,121433,10111,61,4,8,50,0,412,2142,4,57,58,78,72,36,6,3,2,4,5,44,6,2,5,7,1,1,1,4,2,6,1,24,5,4,0,0,0,1,0.066666667,2.153846154,5.5,10,8,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,0,0,5,7,1
9.07011E+18,50342,13408,61,5,3,5,0,418,796,3,59,57,78,42,66,3,3,5,4,4,45,5,4,4,3,4,5,2,3,2,5,2.146120916,0,4,4,0,0,1,0,0.933333333,6.653846154,5.5,-1,-2,1,0,0,0,0,1,0,0,2,1,2,2,0,0,0,0,1,0,5,3,1
4.70367E+18,13697,2174,61,4,1,2,0,417,597,3,99,49,48,84,49,5,4,6,4,6,38,7,2,3,3,2,5,3,3,2,4,2.146120916,9,5,5,0,0,0,0,2.566666667,3.269230769,3.5,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,0,4,7,1
4.64289E+18,109973,24981,61,1,4,3,0,422,472,2,95,67,71,39,74,1,4,7,6,6,38,5,7,4,1,1,1,1,3,3,5,2.146120916,11,7,6,0,0,0,0.5,4.4,2.961538462,2.5,12,27,0,0,0,0,0,0,0,1,2,5,2,3,0,0,0,1,0,0,4,3,1
6.67611E+18,58776,9419,61,6,2,5,0,423,939,3,95,45.36209494,44.88521373,48.32513768,44.96361096,2,6,7,6,6,38,7,1,3,4,4,5,2,4,1,2,3,7,7,6,0,0,0,1,2.933333333,3.153846154,5.5,12,18,0,0,1,0,0,0,0,1,1,0,0,3,0,0,1,1,0,0,6,6.372005492,1
3.58404E+18,83057,15137,62,6,1,5,0,425,580,4,98,89,83,48,80,0,0,0,4,2,45,0,0,0,7,1,1,1,3,0,0,3,14,4,1,0,0,0,2,2.166666667,3.615384615,4.5,5,14,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,3,2,1
3.61701E+18,55710,10967,62,8,2,5,0,409,444,2,38,35,19,9,45,0,0,0,3,3,52,0,0,0,7,1,1,1,3,0,0,3,19,4,4,0,0,0,1.5,1.933333333,3.846153846,5,10,15,1,0,0,0,0,1,0,0,2,5,2,2,0,0,0,0,0,0,9,10,1
4.34642E+18,38050,-287,62,7,3,5,0,457,42,2,77,64,61,25,64,0,0,0,6,4,39,0,0,0,5,3,5,3,4,0,0,3,7,6,3,0,0,0,0,0,0,5.5,7,17,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,0,3,5,1
2.90776E+18,92874,29503,62,8,2,39,0,383,339,6,8,19,12,20,17,0,0,0,5,1,85,0,0,0,5,4,6,6,5,0,0,3,26,3,2,0,0,1,2.5,3.633333333,3.730769231,5.5,4,6,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,9,8,1
6.46371E+18,102891,8937,62,7,7,99,361,424,1159,7,96,93,90,57,90,4,1,1,3,4,56,3,4,7,6,5,6,4,5,4,7,2.146120916,3,4,4,0,0,1,4.5,0.3,2.269230769,6.5,18,18,1,0,0,0,0,0,1,0,4,4,0,2,0,2,0,0,1,0,4,4,1
4.51493E+18,100553,15138,23,4,3,47,156,424,344,2,43,48,44,21,48,0,0,0,7,4,28,0,0,0,2,2,2,3,4,0,0,2.146120916,11,5,6,0,0,0,0.5,3.6,6.307692308,6.5,3,5,0,0,1,1,0,1,0,0,2,2,4,3,0,0,0,0,0,0,6,10,1
7.55406E+17,62504,14140,23,1,1,1,0,421,472,1,48,58,50,26,76,0,0,0,7,6,27,0,0,0,2,2,3,3,4,0,0,2.146120916,16,4,7,0,1,0,0.5,1.5,4.846153846,3.5,21,29,0,1,1,1,0,1,0,0,1,5,2,3,0,0,0,0,0,0,6,8,1
2.62044E+18,59344,8866,23,4,4,5,0,420,611,3,94,60,47,76,74,1,7,5,2,1,35,5,4,6,3,2,3,6,6,1,7,3,15,2,4,0,0,1,3,3.133333333,4.615384615,6,5,7,0,0,1,1,0,0,1,0,2,4,1,3,0,0,0,0,0,0,5,6,1
1.43861E+18,65935,13694,24,4,2,42,0,365,695,2,99,90,96,77,86,0,0,0,6,6,27,0,0,0,3,2,4,2,6,0,0,2,24,2,4,0,0,0,0.5,2.833333333,5.884615385,6,5,9,0,0,0,1,0,1,0,0,4,5,0,3,0,0,0,0,0,0,3,3,1
5.53139E+18,102548,21599,24,9,6,89,0,423,2088,7,59,62,47,54,61,1,5,2,2,1,39,4,6,7,3,3,3,4,4,5,5,2,24,1,4,0,0,0,0.5,1.833333333,3.038461538,6.5,37,29,1,0,0,1,0,0,1,0,2,2,4,3,0,0,0,0,1,0,8,8,1
1.02673E+18,86345,19148,24,2,2,54,175,416,882,4,28,5,18,40,12,4,6,5,4,4,34,1,7,7,4,3,2,3,6,6,3,2,1,1,5,0,1,1,0.5,1.1,4.730769231,4.5,23,28,1,0,1,1,0,1,0,0,3,4,5,3,0,0,0,0,0,0,8,7,1
8.18507E+18,68061,12032,24,9,1,5,0,413,448,1,67,93,95,99,96,1,7,7,7,6,22,6,1,6,2,2,2,3,7,7,4,3,15,5,5,0,1,0,0,2.8,5.038461538,7,1,3,0,1,1,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,1,1,1
8.99781E+18,48158,8932,24,7,7,5,0,264,1246,1,88,56,71,70,73,4,7,6,7,5,39,2,3,6,2,2,3,3,5,5,3,2.146120916,2,4,6,0,0,1,0.5,1.666666667,3.923076923,4.5,21,13,0,0,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,2,1
2.87828E+18,78920,15188,25,8,2,5,0,552.5538746,34,1,42,54,62,91,69,0,0,0,6,5,28,0,0,0,2,2,2,3,6,0,0,2.146120916,10,2,5,0,0,0,1,0.066666667,2.615384615,5,19.42174743,20.12384979,0,0,0,1,0,1,0,0,2,3,0,2,0,0,0,0,0,0,2,2,1
3.52747E+18,55568,14021,26,5,6,16,0,552.5538746,1227,3,29,28,63,51,16,3,5,6,7,5,39,2,5,6,2,2,2,5,7,4,4,2.146120916,9,1,7,0,0,0,0,0,1.923076923,5.5,19.42174743,20.12384979,1,0,0,1,0,0,1,0,4,0,1,1,1,0,0,0,0,0,4,6,1
2.9429E+18,169275,34016,26,2,7,82,147,414,1416,4,44,30,57,49,26,6,5,6,4,6,32,4,4,6,3,3,2,3,7,5,5,1,16,5,6,1,1,0,1.5,1.5,4.384615385,5.5,6,6,1,1,1,1,0,0,1,0,3,4,4,3,0,0,0,0,0,0,6,5,1
7.48787E+17,87297,11237,26,5,9,41,0,307,1167,3,46,36,50,18,68,4,5,6,4,4,39,2,5,7,2,2,2,5,7,5,2,2,19,3,7,0,0,0,0,1.4,4.230769231,6.5,14,10,1,0,0,1,0,1,0,0,3,0,2,3,1,0,0,0,0,0,4,6,1
1.77955E+18,74077,24438,26,3,2,5,0,456,1042,1,40,53,43,85,61,1,7,6,5,6,32,1,2,6,2,2,2,4,7,5,3,2.146120916,5,4,7,0,0,0,2,1.366666667,2.423076923,6.5,0,0,0,0,0,1,0,1,0,0,2,0,0,2,1,0,1,0,0,0,5,7,1
7.62602E+18,48378,25908,26,3,1,5,0,419,1170,2,87,81,83,91,87,2,7,5,6,5,25,6,2,4,2,2,2,6,5,7,6,3,26,3,6,0,0,0,5,0.333333333,0.769230769,7,17,23,0,0,1,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,2,2,1
