df_cc_id,efx_total_income360,efx_non_salary_income360,spd_sd_age,exp_fin_debt_to_income_ratio,spd_change_in_income_12mo,spd_spendex_plus_v3,spd_home_purchase_price,spd_mortgage_amount,exp_financial_corporate_credit_card_user,exp_financial_credit_card_user,spd_bc_1st_contact_email,spd_bc_content_infographic,spd_bc_content_video,spd_channel_sd_banner_scale,spd_channel_sd_intertv_scale,spd_scr_email_dynabase,spd_bc_decision_maker,spd_bc_loc_hbb_office,spd_bc_prof_staff,spd_jobs_sd_blue_collar,spd_jobs_sd_corp_leader,spd_jobs_sd_middle_mgmt,spd_jobs_sd_retired,spd_jobs_sd_student,spd_sd_employment,spd_bc_purchase_price,spd_bc_purchase_quality,spd_generations_in_hh,spd_sd_children_in_hh_v2,spd_lt_senior_adult_in_hh_v2,spd_purch_social_awareness,spd_young_kids,spd_elementry_school_kids,spd_parent_of_a_teenager,propensity_spend_on_digital_media_flag,propensity_spend_online_commerce_flag,propensity_spend_instore_commerce_flag,propensity_spend_on_online_payment_flag,spd_investments_v2,spd_children_prod_back_school_v2,spd_presence_of_children_v2,spd_young_adult_in_hh_v2,exp_investment_property_add_investment_flag,exp_srvy_hh_lifestyl_financl_real_estate_currn,exp_srvy_hh_lifestyl_financial_real_estate__f,spd_marital_v2_single,spd_marital_v2_married,spd_marital_v2_divorced,spd_sd_education_v2,exp_fin_seg_credit_card_paydowns,exp_fin_seg_credit_card_surfers,spd_sd_homeowner_prob_v2,urbanicity,spd_cc_bankcard,spd_cc_travel,spd_ethnic_sd_v2_hispanic,spd_bc_contact_orient_v2_phone,spd_bc_contact_orient_v2_in_person,spd_bc_contact_orient_v2_email,exp_invest_active_investor,exp_invest_investor_mid_value,wealth_tier_id
2.52273E+18,2000000,1745661,26,5,31,100000,710,0,9,2,5,4,1,3,4,62,5,1,7,1,1,1,1,7,6,4,6,2,1,6,6,0,0,0,4,1.966666667,2.846153846,5,1,0,1,0,0,0,0,0,1,0,3,5,4,3,2,0,0,0,0,0,1,10,7,3
9.1255E+18,420927,106675,27,6,8,21196,420,0,14,1,3,5,3,3,5,41,3,2,4,1,1,1,1,7,6,6,3,3,0,5,7,0,0,0,0,1.9,3.615384615,5,1,0,0,1,0,0,0,1,0,0,2,4,5,3,2,0,0,0,0,0,0,10,8,3
5.86295E+18,612578,210621,27,5,7,23383,0,0,3,1,5,4,2,2,1,50,4,1,2,1,1,1,7,1,4,7,6,2,0,3,7,0,1,0,3.5,3.633333333,5.538461538,4.5,1,0,0,1,1,0,0,1,0,0,4,5,5,5,2,1,0,0,1,0,0,10,6,3
9.12251E+18,515089,184572,27,2,26,100000,325,260,3,3,4,4,3,3,4,65,6,1,6,1,1,1,1,1,7,6,6,3,1,5,5,0,0,0,2,2.966666667,2.730769231,4.5,1,0,1,1,0,0,0,1,0,0,3,5,5,3,2,2,0,0,0,0,0,10,8,3
2.70571E+18,476681,68791,27,4,9,41267,655,524,65.65276963,31,3,5,4,3,2,67,6,1,6,1,1,1,1,7,7,6,3,2.146120916,1,5,5,0,0,0,2.5,2.7,2.615384615,5,1,0,1,1,0,0,0,1,0,0,3,0,0,3,2,1,0,0,0,0,0,3,3,3
7.18351E+18,658819,286772,27,6,18,69164,559,447,10,89,6,4,2,3,4,55,5,3,6,1,1,1,1,7,6,7,4,3,0,4,7,0,0,1,1.5,3,2.423076923,6.5,1,0,0,1,0,0,0,1,0,0,3,1,1,3,2,1,0,0,0,0,0,2,2,3
6.45085E+18,1822085,1313543,27,8,14,10434,866,650,3,1,2,5,4,1,2,54,6,1,7,1,7,1,1,1,6,6,7,3,0,3,5,0,0,1,0,1.466666667,2.384615385,6.5,1,0,0,1,0,0,0,1,0,0,3,4,5,3,2,2,0,0,0,1,0,10,6,3
1.89417E+18,847652,378719,27,7,11,100000,0,0,4,10,6,5,2,2,4,67,6,4,6,1,1,1,1,7,6,6,7,2,0,4,6,0,0,1,3.5,5.2,3.884615385,4.5,1,0,0,1,0,0,0,1,0,0,3,3,5,4,2,1,0,0,0,0,0,8,3,3
8.72013E+18,1324550,594706,27,7,14,19378,562,449,2,3,4,4,4,5,2,56,7,1,6,1,1,1,1,7,7,4,7,2,1,4,6,0,0,1,3.5,2.033333333,2.269230769,5,1,0,1,1,0,0,0,1,0,0,4,0,2,3,2,1,1,0,0,1,0,10,7,3
6.63462E+18,408857,216489,27,5,7,28695,315,0,26,20,2,7,5,2,2,65,6,5,6,1,1,1,1,7,6,5,5,2,0,5,5,0,0,1,0,4.233333333,3.269230769,5.5,1,0,0,1,1,0,0,1,0,0,2,4,5,3,3,0,0,0,0,1,0,8,8,3
7.02709E+18,452001,131517,27,8,10,32551,165,0,15,20,3,5,4,3,1,87,6,2,6,1,1,1,1,7,6,5,2,2,0,5,4,0,1,0,2.5,2.9,1.615384615,6.5,1,0,0,1,0,0,0,1,0,0,3,3,4,3,2,0,0,0,0,0,0,9,9,3
6.88704E+18,421711,78972,27,3,13,20174,185,148,1,11,4,5,3,3,1,54,4,2,7,1,1,1,1,7,5,6,7,3,1,3,4,0,0,1,3,2.3,2.230769231,4,1,0,1,1,0,0,0,1,0,0,3,0,5,3,2,1,0,0,1,0,0,9,9,3
1.72726E+18,407688,178942,27,5,14,19542,590,417,3,8,3,4,6,3,4,63,7,1,6,1,7,1,1,1,7,7,6,3,1,4,6,0,0,1,2,0.133333333,3.884615385,5.5,1,0,1,1,1,0,0,1,0,0,3,2,3,3,2,1,0,0,0,0,0,9,3,3
3.24956E+18,684074,361675,27,8,5,41073,260,166,3,10,4,5,2,2,3,63,6,3,7,1,7,1,1,1,6,5,6,2,0,5,5,0,0,0,3,2.466666667,3.346153846,6.5,1,0,0,1,0,0,0,0,1,0,4,3,4,3,2,1,1,0,1,0,0,10,10,3
7.81298E+18,1060874,975084,27,6,82,98566,12953,0,8,13,2,5,2,5,2,61,6,4,4,1,7,1,1,1,6,2,7,2.146120916,0,6,5,0,0,0,1.5,2.633333333,2.384615385,3.5,1,0,0,0,1,0,0,0,1,0,2,5,3,3,2,1,0,0,0,0,0,8,10,3
5.38566E+18,512842,88115,27,5,11,88537,486,322,11,4,3,5,3,5,5,55,6,1,6,1,1,1,1,7,6,4,7,3,2,3,7,0,0,1,0,2.066666667,3.538461538,5,1,0,1,1,0,0,0,0,1,0,4,5,4,3,2,1,1,0,0,0,0,10,7,3
5.02598E+17,515378,256903,27,5,4,30224,234,176,11,11,4,5,4,6,2,45,6,1,7,1,7,1,1,1,6,7,3,1,1,4,6,0,0,0,0,1.833333333,3,5.5,1,0,1,0,0,0,0,0,1,0,3,5,4,3,2,1,0,0,1,0,0,9,10,3
3.62364E+18,747893,221976,27,2,39,100000,0,0,2,3,3,3,5,6,2,68,7,1,7,1,1,1,1,7,7,2,2,2,1,4,7,0,1,0,0,2.8,1.538461538,4,1,0,1,1,0,0,0,0,1,0,4,1,5,4,2,1,0,0,1,0,0,10,7,3
2.34874E+17,437515,85073,27,8,18,100000,0,0,24,53,2,5,2,5,4,55,6,3,6,1,1,1,1,7,6,7,2,3,1,6,6,0,0,0,2,1.766666667,1.923076923,5.5,1,0,1,1,0,0,0,0,1,0,2,0,5,4,2,1,0,0,0,0,0,3,5,3
3.42555E+18,467760,160361,27,9,9,27252,0,0,6,9,1,6,5,5,1,53,6,2,7,1,1,1,1,1,6,6,5,3,0,5,3,0,0,0,2,1.566666667,1.384615385,7.5,1,0,0,1,0,0,0,1,0,0,3,3,1,4,1,1,0,0,0,0,0,9,9,3
4.10164E+18,451315,70852,27,6,10,38966,500,400,26,1,6,5,2,1,1,66,3,1,7,1,1,1,1,7,6,3,7,1,1,3,7,1,0,0,0.5,2.7,2.576923077,4,1,0,1,1,0,0,0,0,1,0,3,3,5,3,1,0,0,0,1,0,0,10,8,3
5.9263E+18,734124,255285,27,5,19,100000,815,417,65.65276963,10,6,5,2,1,2,56,6,3,4,1,1,1,1,7,6,4,7,2,1,4,7,0,0,1,4.5,2.866666667,2.538461538,3.5,1,0,1,1,0,0,0,1,0,0,4,0,0,3,2,0,1,0,1,0,0,9,10,3
5.68973E+18,542748,175046,27,5,40,100000,893,700,2,15,2,3,2,1,2,62,7,1,7,1,1,1,1,7,7,6,6,2,0,6,4,0,0,1,4.5,3.1,3,5,1,0,0,1,0,0,0,1,0,0,3,3,5,3,2,1,0,0,0,0,0,10,10,3
3.82346E+18,429568,183798,27,5,16,73110,324,259,12,4,1,5,4,3,2,51,6,3,7,1,1,1,1,7,6,6,7,3,0,6,6,0,0,0,1.5,2.6,3.038461538,6.5,1,0,0,1,0,0,0,1,0,0,4,0,5,3,2,2,2,0,0,0,0,10,7,3
1.31349E+18,543890,129129,27,9,4,25951,405,364,66,36,2,6,4,4,4,48,6,4,4,1,1,1,1,7,7,4,7,2,2,2,6,0,1,1,2.5,3.066666667,2.038461538,7.5,1,1,1,1,1,0,0,1,0,0,2,3,1,3,3,0,0,0,0,0,0,7,9,3
5.55587E+18,961909,273005,27,1,23,74084,743,417,3,3,2,4,3,2,1,66,7,1,7,1,1,1,1,7,7,3,1,2,1,5,7,0,0,0,0,2.533333333,2.384615385,5.5,1,0,1,1,1,0,0,1,0,0,3,1,5,3,2,1,0,0,1,0,0,10,8,3
2.98755E+18,807464,211334,27,5,9,100000,610,305,10,2,5,5,2,3,4,56,5,3,3,1,1,1,1,1,5,6,1,2,0,4,7,0,0,0,2.5,3.066666667,2.423076923,5.5,1,0,0,1,1,1,1,1,0,0,3,5,5,3,3,0,0,0,0,0,1,10,6,3
7.76575E+18,430304,116531,27,8,13,15763,258,0,71,15,2,4,2,3,2,53,5,2,3,1,1,1,1,1,5,7,6,3,1,4,7,0,0,0,3,2.966666667,2.692307692,4.5,1,0,1,1,0,0,0,1,0,0,4,0,4,3,2,1,0,1,1,0,0,8,6,3
2.37422E+18,625641,216286,27,1,23,30658,0,0,12,12,4,4,3,2,4,37,6,3,6,1,1,1,1,1,6,4,7,3,0,5,5,0,0,1,3.5,2.666666667,1.423076923,4,1,0,0,1,0,0,0,1,0,0,3,3,4,5,2,1,0,0,0,0,0,7,4,3
3.12757E+16,793345,324696,27,2,8,39875,540,250,27,9,1,4,5,2,2,62,7,2,7,1,1,1,1,1,6,6,7,2,0,6,4,0,0,0,0,1.633333333,1.846153846,5,1,0,0,1,0,0,0,1,0,0,3,3,4,3,2,1,0,0,0,0,0,9,8,3
6.67156E+18,462269,118057,27,3,6,69355,523,213,3,14,5,5,3,3,4,66,6,1,3,1,1,1,1,7,6,6,6,2,1,4,6,0,1,0,0.5,0.033333333,2.538461538,4.5,1,0,1,1,0,0,0,1,0,0,3,4,5,3,2,1,0,0,1,0,0,3,7,3
1.98859E+18,455389,114987,27,1,5,32444,0,265,10,1,4,4,4,6,2,44,7,3,7,1,1,1,1,7,7,5,6,2,1,4,7,0,0,0,1.5,2,2.730769231,5,1,0,1,1,0,0,0,0,1,0,4,4,4,3,2,1,0,0,0,0,0,10,9,3
5.77197E+18,542047,213951,27,4,2,15602,0,0,12,3,3,6,3,2,2,51,6,2,5,1,1,1,1,7,6,6,7,2.146120916,0,2,6,0,0,0,0,3.133333333,3.153846154,4.5,1,0,0,1,0,0,0,1,0,0,3,1,5,3,2,0,0,0,1,0,0,10,6,3
8.7634E+18,417597,83570,27,3,9,29192,489,481,4,2,2,4,4,4,2,51,7,1,6,1,1,1,1,7,7,2,7,2.146120916,1,1,7,0,0,0,0,2.666666667,2.846153846,5,1,0,1,1,0,0,0,1,0,0,3,1,5,3,2,1,0,0,1,0,0,9,7,3
7.19197E+18,483439,162106,27,3,7,25100,460,320,3,3,4,5,2,4,2,53,4,2,6,1,1,1,1,7,5,6,6,2,1,4,7,0,0,0,2.5,2.666666667,3.038461538,5,1,0,1,1,0,0,0,1,0,0,4,1,5,3,2,0,0,0,1,0,0,10,8,3
2.84631E+18,698130,236956,27,6,17,88048,799,600,2,1,4,4,2,2,2,63,7,3,4,1,1,1,1,7,7,4,6,2,1,5,5,0,0,1,3.5,3.133333333,2.423076923,5.5,1,0,1,0,0,0,0,0,1,0,3,3,4,3,2,1,0,0,0,0,0,10,6,3
3.19822E+18,511292,92747,27,1,7,83287,492,496,85,11,2,5,5,2,3,61,5,3,7,1,1,1,1,7,7,6,6,2,1,5,6,0,0,1,0,2.533333333,3.384615385,6,1,0,1,1,0,0,0,1,0,0,3,4,5,3,1,1,0,0,0,0,0,9,8,3
2.07749E+18,425389,71324,27,3,19,100000,732,225,2,2,4,5,2,3,5,55,6,2,6,1,1,1,1,1,6,4,5,2.146120916,1,3,5,0,0,0,0,0,0,4.5,1,0,1,1,0,0,0,0,1,0,3,5,5,3,3,1,0,0,1,0,0,10,8,3
7.70896E+18,752532,250742,27,5,21,29371,0,0,12,4,3,4,2,2,2,68,6,1,6,1,7,1,1,1,7,7,7,3,0,5,4,0,0,0,1,2.7,2.576923077,4.5,1,0,0,1,1,0,0,0,1,0,3,0,5,4,2,0,0,0,0,0,0,10,7,3
3.3961E+18,765569,313287,27,7,8,84824,435,348,11,4,4,5,1,3,3,65,6,3,6,1,1,1,1,7,6,4,7,2,0,5,6,0,0,0,0,2.566666667,2.384615385,5.5,1,0,0,1,1,0,0,1,0,0,4,0,4,3,2,0,1,0,1,0,0,10,7,3
2.29055E+18,531654,177696,27,7,13,100000,416,313,2,1,2,5,2,4,2,68,6,1,7,1,7,1,1,1,6,7,7,1,1,4,5,1,0,0,1,2.9,2.730769231,6.5,1,0,1,1,0,0,0,0,1,0,3,5,5,3,2,1,1,0,1,0,0,10,6,3
4.19744E+17,425896,100239,27,8,14,39959,0,0,9,25,5,4,2,6,5,43,7,5,5,1,1,1,1,1,6,6,7,3,0,6,7,0,0,0,1.5,2.766666667,2.576923077,4.5,1,0,0,1,0,1,1,1,0,0,3,1,2,5,2,1,0,0,0,0,1,7,10,3
6.33097E+18,667987,289847,27,7,10,70395,0,0,94,54,4,4,2,3,2,68,7,1,6,1,1,1,1,7,7,7,4,2,0,3,5,0,0,0,0,2.566666667,2.615384615,7,1,0,0,1,0,0,0,0,1,0,3,4,0,3,2,1,0,0,1,0,0,4,5,3
7.06988E+18,453999,127365,27,9,10,71655,695,521,8,3,6,5,4,6,5,55,6,1,6,1,1,1,1,7,6,5,7,2.146120916,1,2,7,0,0,1,0,1.433333333,2.307692308,4,1,0,1,1,0,0,0,1,0,0,3,3,3,3,2,1,0,0,0,0,0,10,8,3
2.49314E+17,412177,100446,27,7,14,72293,600,200,10,13,2,5,4,5,5,68,6,1,6,1,7,1,1,1,6,4,7,2.146120916,2,5,6,0,0,1,0,2.566666667,3.115384615,5,1,0,1,1,0,0,0,0,1,0,3,2,2,3,1,0,1,0,0,0,0,9,10,3
8.18629E+18,468731,110433,27,1,11,79615,0,0,9,16,6,4,3,5,5,39,7,1,7,1,1,1,1,1,7,3,5,2.146120916,1,4,7,0,0,0,3.5,2.733333333,2.076923077,4,1,0,1,1,0,0,0,0,1,0,3,0,5,5,1,1,0,0,0,0,0,8,10,3
7.76356E+18,578124,234244,27,9,13,64344,220,199,12,13,4,5,1,3,1,63,5,1,4,1,1,1,1,7,6,1,6,3,1,4,7,0,1,0,0,2,2,5,1,0,1,1,0,0,0,0,1,0,3,5,5,3,2,0,0,0,0,0,0,10,10,3
2.52655E+17,427989,101822,27,3,13,70331,863,625,13,1,4,5,2,4,4,53,6,2,4,1,1,1,1,7,6,2,7,2,1,5,7,0,0,0,3.5,2.733333333,2.076923077,3.5,1,0,1,1,0,0,0,0,1,0,3,4,5,3,2,1,0,0,1,0,0,9,9,3
8.37851E+18,811363,329002,27,6,16,93396,963,500,8,4,4,4,3,3,2,56,5,1,7,7,1,1,1,1,7,1,7,1,0,5,6,0,0,0,4,2.833333333,2.615384615,5.5,1,0,0,0,0,0,0,1,0,0,3,5,3,3,2,1,0,0,0,0,0,10,9,3
1.28689E+18,567445,269841,27,5,22,88290,670,484,4,1,4,6,6,4,4,59,6,2,6,1,7,1,1,1,7,6,6,2,0,4,5,0,0,0,0,2.5,3.038461538,5.5,1,0,0,1,0,0,0,0,1,0,3,5,5,3,2,2,0,0,0,0,0,9,8,3
1.15698E+18,604381,236221,27,9,1,8577,0,0,65.65276963,45.36209494,0,0,0,7,5,36,5,0,0,1,7,1,1,1,6,0,0,2.146120916,0,3,7,0,0,0,0,2.166666667,1.653846154,5,1,0,0,1,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,6,6.372005492,3
8.72639E+18,552735,177893,27,8,11,36309,635,400,58,68,4,4,4,1,2,54,7,4,4,1,1,1,1,7,7,5,7,2,1,5,4,0,0,1,2.5,3.233333333,3.192307692,6,1,0,1,0,0,0,0,1,0,0,3,4,0,3,3,0,0,0,0,0,0,9,7,3
7.69093E+18,598495,162722,27,8,13,62157,339,240,30,24,5,3,1,2,2,65,4,2,3,1,1,1,1,7,5,5,4,1,0,5,6,0,0,0,2.5,0.166666667,1.230769231,5.5,1,0,0,1,0,0,0,1,0,0,3,0,3,3,2,0,0,0,0,0,1,8,7,3
9.08209E+18,523446,176129,27,2,11,13187,744,595,73,1,1,5,3,5,2,66,5,1,7,1,1,1,1,7,7,6,7,2,1,1,6,0,0,0,0,2.566666667,1.807692308,7.5,1,0,1,1,0,0,0,0,1,0,2,1,0,3,2,1,0,0,1,0,0,9,7,3
8.20204E+18,487495,132699,27,7,15,54961,470,330,3,3,4,3,2,2,1,68,7,3,7,1,1,1,1,1,4,4,3,2.146120916,0,3,6,0,0,0,3.5,3.133333333,2.038461538,5.5,1,0,0,0,0,0,0,1,0,0,3,5,5,3,3,1,0,0,0,0,0,10,8,3
5.6135E+18,429645,103723,27,9,4,28962,0,0,65.65276963,45.36209494,5,6,4,5,4,48,6,1,7,1,1,1,1,1,6,5,3,1,1,2,7,0,0,0,0,0,0,5,1,0,1,1,0,0,0,1,0,0,2,0,0,5,2,0,0,0,1,0,0,6,6.372005492,3
2.28484E+18,513252,309590,27,1,3,20727,0,0,97,4,1,6,6,5,2,53,5,1,7,1,1,1,1,1,6,6,5,3,0,1,5,0,0,1,0,4.8,4.923076923,5,1,0,0,0,1,0,0,1,0,0,3,3,0,4,3,1,0,0,0,0,0,8,9,3
7.00433E+17,415090,95562,27,7,10,34443,590,417,3,2,2,5,6,5,5,64,7,1,7,1,1,1,1,1,7,6,7,2,1,3,7,0,1,0,3,1.366666667,0,5.5,1,0,1,1,1,0,0,1,0,0,4,0,4,3,1,1,1,0,0,0,0,9,6,3
1.58868E+18,613842,205904,27,3,14,100000,1055,729,3,3,4,5,3,3,4,63,6,3,6,1,7,1,1,1,6,5,4,3,1,4,7,0,0,1,1,2.966666667,2.807692308,4,1,0,1,1,0,0,0,0,1,0,3,3,5,3,2,1,0,0,1,0,0,10,6,3
9.20299E+18,499809,207348,27,4,24,76811,0,406,5,30,4,4,3,1,4,69,3,3,6,1,1,1,1,7,6,3,7,2,2,4,7,0,0,1,4.5,2.2,1.961538462,3.5,1,0,1,1,0,0,0,1,0,0,3,0,5,3,2,1,0,0,1,0,0,4,4,3
5.8147E+18,667289,231621,27,6,34,100000,1995,1500,3,3,5,4,3,2,2,66,6,2,4,1,1,1,1,7,6,6,5,2,1,5,6,1,0,0,0.5,2.866666667,2.730769231,4.5,1,0,1,1,0,0,0,0,1,0,3,3,5,3,1,0,0,0,0,0,1,10,8,3
1.82907E+18,513791,245570,27,4,15,77213,668,333,65.65276963,45.36209494,3,4,2,6,2,68,7,1,7,1,1,1,1,7,7,6,7,1,1,1,5,0,0,0,0,2.566666667,2.538461538,4,1,0,1,1,0,0,0,0,1,0,3,0,0,3,2,1,1,0,0,0,0,6,6.372005492,3
7.37883E+18,430979,237431,27,7,20,82296,520,350,1,10,2,4,3,4,1,78,6,2,7,1,7,1,1,1,6,5,7,3,1,6,6,0,0,1,4.5,5.833333333,2.615384615,4.5,1,0,1,1,0,0,0,0,1,0,3,5,5,3,2,1,0,0,1,0,0,8,10,3
3.35661E+18,504448,157800,27,2,6,15203,628,400,99,2,4,5,4,3,4,52,6,2,6,1,1,1,1,7,6,6,7,2,1,4,7,1,0,0,0,3.066666667,3.423076923,4.5,1,0,1,1,0,0,0,0,1,0,3,5,5,3,2,1,0,0,0,0,0,10,6,3
2.8661E+18,484308,135292,27,1,36,100000,1975,1250,3,3,5,4,2,2,2,69,5,1,3,1,1,1,1,7,6,5,5,2,0,1,5,0,0,0,3.5,3.066666667,2.730769231,4,1,0,0,1,0,0,0,1,0,0,3,3,5,3,2,1,0,0,0,0,1,10,7,3
8.92219E+17,464784,194613,27,5,11,100000,0,0,6,44,3,4,4,6,4,33,7,1,7,1,1,1,1,1,7,4,6,3,1,5,6,0,0,0,1.5,3,2.038461538,6,1,0,1,1,0,0,0,1,0,0,3,0,5,5,3,1,0,1,0,0,0,5,3,3
8.2531E+18,443494,113335,27,2,13,100000,0,0,14,13,4,4,3,2,4,66,5,1,6,1,1,1,1,7,7,6,7,2,1,4,7,0,0,0,0,2.566666667,2.615384615,4,1,0,1,1,0,0,0,1,0,0,3,0,5,3,2,1,0,0,1,0,0,9,9,3
8.42095E+18,511660,211315,27,9,3,20970,256,187,99,10,5,5,4,5,1,44,5,1,6,1,1,1,1,7,6,6,5,2,1,3,5,0,0,1,1,0.066666667,1.038461538,7,1,0,1,1,0,0,0,0,1,0,3,4,0,3,2,1,0,0,1,0,0,9,9,3
7.45219E+18,421288,86985,27,9,17,65339,361,289,6,5,5,5,2,6,5,53,5,5,5,1,1,1,1,7,4,6,3,2,1,3,5,0,0,0,4,2.766666667,2.076923077,5,1,0,1,1,0,0,0,1,0,0,3,5,5,3,2,1,0,0,0,0,1,10,10,3
4.08696E+18,465801,138909,27,7,10,33770,210,0,81,22,2,4,3,2,4,66,6,1,6,1,1,1,1,7,6,7,7,3,0,5,5,0,0,0,1,0.066666667,4,6,1,0,0,1,0,0,0,1,0,0,4,2,2,3,2,1,0,0,1,0,0,9,7,3
8.30889E+18,466981,79171,27,4,8,21019,342,307,26,24,3,5,4,5,5,42,7,4,7,1,1,1,1,7,7,4,2,3,3,4,7,0,1,1,4.5,5.333333333,4.192307692,5.5,1,0,1,1,0,0,0,1,0,0,2,4,2,3,2,1,0,0,0,0,0,7,9,3
8.77025E+17,431645,165395,27,5,5,36323,370,352,2,2,3,5,5,5,1,67,6,2,4,1,7,1,1,1,6,4,4,2,0,5,5,0,0,0,0,2.633333333,1.5,5.5,1,0,0,1,0,0,0,1,0,0,3,4,5,3,2,1,0,0,1,0,0,10,7,3
9.15252E+18,439981,257104,27,6,3,27444,305,289,4,10,2,5,3,3,1,40,5,1,7,1,1,1,1,7,7,7,7,2,1,4,5,0,0,1,1,4.4,0,5.5,1,0,1,1,0,0,0,1,0,0,3,4,5,3,2,0,0,0,1,0,0,10,9,3
7.72996E+18,673606,149786,27,4,23,100000,116,0,14,1,3,4,2,2,2,54,6,1,7,1,1,1,1,7,7,6,2,3,1,6,5,0,1,0,3.5,3.466666667,2.846153846,5,1,0,1,1,0,0,0,1,0,0,3,3,5,3,2,0,0,0,0,0,0,10,9,3
3.38643E+18,2000000,1214087,27,8,53,1111,1300,0,95,84,1,3,4,3,2,78,7,1,6,1,1,1,1,7,7,5,7,3,1,4,7,0,0,1,1.5,1.966666667,7.038461538,7.5,1,0,1,1,1,0,0,0,1,0,4,3,3,3,2,1,0,0,1,0,0,2,2,3
1.57981E+18,424903,146211,27,6,7,38780,425,240,11,4,5,4,2,2,1,66,6,1,4,1,1,1,1,7,6,7,5,2,1,6,6,0,0,0,0,2.733333333,2.730769231,5,1,0,1,1,0,0,0,1,0,0,3,3,3,3,2,0,0,0,0,0,1,10,7,3
5.75497E+18,483495,147454,27,4,7,37186,503,0,70,45.36209494,2,7,7,3,4,42,3,4,6,1,1,1,1,7,7,7,6,2,1,6,7,0,0,1,0.5,0.033333333,1.192307692,5,1,0,1,1,0,0,0,1,0,0,2,1,4,3,2,0,0,1,0,0,0,6,6.372005492,3
3.65423E+18,449694,100984,27,6,11,34822,292,150,18,18,4,4,3,5,2,54,5,2,6,1,1,1,1,7,6,6,6,3,0,5,3,0,0,0,2.5,1.833333333,1.115384615,5,1,0,0,1,1,0,0,1,0,0,3,5,1,3,2,0,0,0,0,0,0,9,7,3
2.82464E+18,672779,254052,27,8,28,62032,175,130,1,8,3,5,3,6,3,63,3,2,6,1,1,1,1,7,6,6,7,2,0,5,6,0,0,0,2.5,2.666666667,3.038461538,4.5,1,0,0,0,1,0,0,1,0,0,3,0,5,3,1,0,0,0,0,0,0,8,3,3
7.2231E+18,481738,155959,27,3,8,42751,450,333,11,4,3,5,1,5,2,66,3,1,6,1,1,1,1,7,6,6,7,2,0,6,6,0,0,0,1,0.066666667,0,5,1,0,0,1,0,0,0,1,0,0,3,5,5,3,1,0,0,0,0,0,0,10,8,3
9.09154E+18,1153996,647061,27,3,24,13386,1850,0,3,2,1,3,4,5,1,61,6,4,6,1,7,1,1,1,6,5,7,2,0,6,5,0,0,0,2,3.033333333,2.807692308,5.5,1,0,0,1,1,0,0,1,0,0,3,3,5,3,2,0,0,0,0,0,0,10,6,3
1.75144E+18,513660,166899,27,3,14,51018,635,0,12,14,4,5,2,3,1,63,3,3,4,1,1,1,1,7,6,2,7,3,0,4,7,0,0,0,2,2.133333333,2,5,1,0,0,1,0,0,0,1,0,0,3,4,4,3,2,0,0,0,1,0,0,10,10,3
7.01776E+18,1088078,839064,27,7,5,25804,0,0,99,2,3,5,3,5,2,39,7,5,6,1,7,1,1,1,5,7,6,1,1,4,6,0,0,0,0,0,0,7.5,1,0,1,1,0,0,0,1,0,0,1,4,3,5,2,0,0,0,1,0,0,10,7,3
1.03684E+18,872064,155559,27,3,1,81638,962,316,11,4,3,5,2,1,1,67,6,1,6,1,1,1,1,7,6,5,7,3,0,3,7,0,1,0,8.5,2.466666667,1.730769231,4,1,0,0,1,0,0,0,1,0,0,3,4,4,3,2,1,0,0,0,0,0,10,7,3
4.30704E+18,986060,392242,27,9,20,38757,1150,920,97,51,4,3,3,2,2,55,7,1,7,1,1,1,1,1,7,5,7,2,1,4,7,0,0,0,0,2.566666667,2.538461538,5,1,0,1,1,0,0,0,1,0,0,3,0,0,3,2,1,0,0,0,0,0,2,2,3
9.09814E+18,646571,147884,27,1,24,30956,0,0,10,2,2,5,3,5,4,39,7,1,7,1,1,1,1,1,7,6,7,3,1,1,7,0,0,0,3,4.966666667,2.576923077,4,1,1,1,1,0,0,0,0,1,0,1,2,5,5,2,1,0,0,0,0,0,10,6,3
8.28814E+18,729613,82107,27,5,9,57070,322,273,3,9,3,5,2,3,2,54,6,1,6,1,1,1,1,7,7,6,5,3,1,2,6,0,0,1,0.5,2.6,2.384615385,6,1,0,1,1,0,0,0,0,1,0,2,5,5,3,2,1,0,0,0,0,0,8,9,3
5.37898E+18,693296,200774,27,9,6,35681,72,0,41,13,4,5,3,5,1,59,6,1,4,1,1,1,1,7,7,6,3,3,0,3,5,1,0,0,1.5,2.6,2.076923077,6,1,0,0,1,0,0,0,1,0,0,2,0,4,3,2,1,0,0,1,0,0,7,6,3
6.37033E+18,2000000,1707908,27,8,15,13043,1500,1000,2,1,4,4,4,2,1,52,7,2,6,1,1,1,1,7,7,5,7,3,1,3,6,0,0,0,0,1.8,1.115384615,5,1,0,1,1,1,0,0,1,0,0,4,2,5,3,1,1,0,0,1,0,0,10,6,3
1.78925E+18,532482,285768,27,9,18,97652,430,240,3,2,6,4,1,3,4,63,7,2,7,1,1,1,1,7,5,3,7,2,1,5,6,0,0,0,2,2.666666667,2.538461538,6.5,1,0,1,1,0,0,0,0,1,0,3,4,5,3,2,1,1,0,0,0,1,10,7,3
